,Cultivo,Departamento,Alta [ha],Media [ha],Baja [ha],Muy baja [ha],Total aptitud [ha],Área departamento [ha]
16,Pastos braquiaria común y basilisk ,Sucre,319.833,94.716,0.0,0.0,414.549,1.071.860
17,Pastos braquiaria común y basilisk ,Norte de Santander,142.883,238.993,23.779,0.0,405.655,2.182.705
18,Pastos braquiaria común y basilisk ,Putumayo,37.083,304.917,70.0,0.0,342.070,2.584.632
19,Pastos braquiaria común y basilisk ,Boyacá,165.577,136.600,25.258000000000003,0.0,327.435,2.317.531
20,Pastos braquiaria común y basilisk ,Guaviare,218.706,105.024,0.0,0.0,323.730,5.557.912
21,Pastos braquiaria común y basilisk ,La Guajira,51.639,225.335,14.702,0.0,291.676,2.061.936
22,Pastos braquiaria común y basilisk ,Nariño,86.029,153.727,0.0,0.0,239.756,3.149.751
23,Pastos braquiaria común y basilisk ,Caldas,158.047,71.308,7.337999999999999,0.0,236.693,743.890
24,Pastos braquiaria común y basilisk ,Atlántico,64.630,137.085,7.428,0.0,209.143,331.159
25,Pastos braquiaria común y basilisk ,Guainía,148.571,59.197,0.0,0.0,207.768,7.140.386
26,Pastos braquiaria común y basilisk ,Chocó,112.628,55.618,0.0,0.0,168.246,4.824.344
27,Pastos braquiaria común y basilisk ,Risaralda,30.666,55.425,22.379,0.0,108.470,356.035
28,Pastos braquiaria común y basilisk ,Quindío,11.170,59.680,3.2769999999999997,0.0,74.127,193.217
29,Pastos braquiaria común y basilisk ,Vaupés,14.698,12.190,0.0,0.0,26.888,5.343.179
30,Pastos braquiaria común y basilisk ,Amazonas,13.842,3.943,0.0,0.0,17.785,10.903.686
31,Pastos braquiaria común y basilisk ,San Andrés Providencia y Santa Catalina,0,0,0.0,0.0,0,4.972
0,Pastos estrella ,Vichada,11.118,4.277.689,183.013,0.0,4.471.820,10.008.757
1,Pastos estrella ,Meta,157.5,3.840.067,41.21,0.0,4.038.777,8.555.025
2,Pastos estrella ,Casanare,28.826,2.315.360,134.14600000000002,0.0,2.478.332,4.434.139
3,Pastos estrella ,Antioquia,796.3969999999999,1.402.370,251.21200000000002,0.0,2.449.979,6.296.299
4,Pastos estrella ,Córdoba,943.955,717.411,7.682,0.0,1.669.048,2.499.858
5,Pastos estrella ,Arauca,0.0,1.225.001,349.23199999999997,0.0,1.574.233,2.383.135
6,Pastos estrella ,Caquetá,2.2030000000000003,1.416.098,7.562,0.0,1.425.863,9.010.823
7,Pastos estrella ,Santander,249.87599999999998,924.308,150.811,0.0,1.324.995,3.054.326
8,Pastos estrella ,Magdalena,938.0160000000001,292.560,14.497,0.0,1.245.073,2.314.438
9,Pastos estrella ,Cundinamarca,134.887,873.940,218.674,0.0,1.227.501,2.236.783
10,Pastos estrella ,Cesar,534.727,493.455,110.29899999999999,0.0,1.138.481,2.256.550
11,Pastos estrella ,Bolívar,624.738,386.246,10.062000000000001,0.0,1.021.046,2.665.496
12,Pastos estrella ,Tolima,434.06699999999995,378.517,93.12700000000001,0.0,905.711,2.415.020
13,Pastos estrella ,Boyacá,88.227,481.272,289.98400000000004,0.0,859.483,2.317.531
14,Pastos estrella ,Cauca,85.804,511.297,197.657,0.0,794.758,3.125.130
15,Pastos estrella ,Huila,251.842,305.180,116.79799999999999,0.0,673.820,1.813.533
16,Pastos estrella ,Valle del Cauca,260.116,271.137,21.778000000000002,0.0,553.031,2.076.805
17,Pastos estrella ,Sucre,445.464,104.060,0.0,0.0,549.524,1.071.860
18,Pastos estrella ,Norte de Santander,99.08,322.947,105.124,0.0,527.151,2.182.705
19,Pastos estrella ,Nariño,92.806,314.943,105.419,0.0,513.168,3.149.751
20,Pastos estrella ,Putumayo,29.555,398.522,17.835,0.0,445.912,2.584.632
21,Pastos estrella ,Guaviare,268.0,345.327,0.0,0.0,345.595,5.557.912
22,Pastos estrella ,Caldas,115.70299999999999,138.207,50.806000000000004,0.0,304.716,743.890
23,Pastos estrella ,La Guajira,115.14299999999999,150.314,31.250999999999998,0.0,296.708,2.061.936
24,Pastos estrella ,Chocó,109.789,138.040,1.176,0.0,249.005,4.824.344
25,Pastos estrella ,Guainía,0.0,247.401,0.0,0.0,247.401,7.140.386
26,Pastos estrella ,Atlántico,96.821,127.393,1.148,0.0,225.362,331.159
27,Pastos estrella ,Risaralda,26.768,89.333,12.0,0.0,128.101,356.035
28,Pastos estrella ,Quindío,21.061,54.870,7.314,0.0,83.245,193.217
29,Pastos estrella ,Vaupés,0.0,40.817,0.0,0.0,40.817,5.343.179
30,Pastos estrella ,Amazonas,0.0,22.937,0.0,0.0,22.937,10.903.686
31,Pastos estrella ,San Andrés Providencia y Santa Catalina,0.0,0,0.0,0.0,0,4.972
0,Pastos guinea común ,Meta,359.487,3.404.894,12.366,0.0,3.776.747,8.555.025
1,Pastos guinea común ,Vichada,11.191,3.417.693,98.941,0.0,3.527.825,10.008.757
2,Pastos guinea común ,Antioquia,700.064,933.331,95.61399999999999,0.0,1.729.009,6.296.299
3,Pastos guinea común ,Córdoba,1.005.453,498.268,0.0,0.0,1.503.721,2.499.858
4,Pastos guinea común ,Caquetá,30.782,1.188.440,4.189,0.0,1.223.411,9.010.823
5,Pastos guinea común ,Magdalena,901.479,243.001,2.77,0.0,1.147.250,2.314.438
6,Pastos guinea común ,Santander,245.577,748.722,33.914,0.0,1.028.213,3.054.326
7,Pastos guinea común ,Cesar,470.715,418.687,83.391,0.0,972.793,2.256.550
8,Pastos guinea común ,Arauca,0,787.813,31.221999999999998,0.0,819.035,2.383.135
9,Pastos guinea común ,Bolívar,472.597,330.983,14.584000000000001,0.0,818.164,2.665.496
10,Pastos guinea común ,Tolima,487.356,294.815,23.668000000000003,0.0,805.839,2.415.020
11,Pastos guinea común ,Casanare,18.167,602.755,79.494,0.0,700.416,4.434.139
12,Pastos guinea común ,Cundinamarca,260.027,354.628,27.233,0.0,641.888,2.236.783
13,Pastos guinea común ,Huila,196.101,313.373,80.793,0.0,590.267,1.813.533
14,Pastos guinea común ,Cauca,100.560,339.553,57.163000000000004,0.0,497.276,3.125.130
15,Pastos guinea común ,Valle del Cauca,330.503,125.214,7.686,0.0,463.403,2.076.805
16,Pastos guinea común ,Sucre,345.436,71.044,0.0,0.0,416.480,1.071.860
17,Pastos guinea común ,Norte de Santander,111.777,253.658,39.804,0.0,405.239,2.182.705
18,Pastos guinea común ,Putumayo,29.484,311.632,3.405,0.0,344.521,2.584.632
19,Pastos guinea común ,Guaviare,4.332,326.194,0.0,0.0,330.526,5.557.912
20,Pastos guinea común ,Boyacá,79.183,195.682,54.998000000000005,0.0,329.863,2.317.531
21,Pastos guinea común ,La Guajira,89.869,192.692,9.544,0.0,292.105,2.061.936
22,Pastos guinea común ,Nariño,63.390,177.935,741.0,0.0,242.066,3.149.751
23,Pastos guinea común ,Caldas,137.779,89.377,13.003,0.0,240.159,743.890
24,Pastos guinea común ,Guainía,58,211.435,0.0,0.0,211.493,7.140.386
25,Pastos guinea común ,Atlántico,88.515,115.256,5.565,0.0,209.336,331.159
26,Pastos guinea común ,Chocó,89.246,81.283,53.0,0.0,170.582,4.824.344
27,Pastos guinea común ,Risaralda,24.468,63.888,20.819000000000003,0.0,109.175,356.035
28,Pastos guinea común ,Quindío,32.312,38.354,2.611,0.0,73.277,193.217
29,Pastos guinea común ,Vaupés,0,27.834,0.0,0.0,27.834,5.343.179
30,Pastos guinea común ,Amazonas,356,18.639,0.0,0.0,18.995,10.903.686
31,Pastos guinea común ,San Andrés Providencia y Santa Catalina,0,0,0.0,0.0,0,4.972
0,Pastos kikuyo ,Cundinamarca,438.659,130.68,0.0,0.0,569.339,2.236.783
1,Pastos kikuyo ,Boyacá,239.29,275.418,363.0,0.0,515.071,2.317.531
2,Pastos kikuyo ,Antioquia,287.036,125.809,0.0,0.0,412.845,6.296.299
3,Pastos kikuyo ,Nariño,198.456,48.882,79.0,0.0,247.417,3.149.751
4,Pastos kikuyo ,Cauca,152.856,68.847,2.418,0.0,224.12099999999998,3.125.130
5,Pastos kikuyo ,Santander,140.412,46.946999999999996,201.0,0.0,187.56,3.054.326
6,Pastos kikuyo ,Tolima,40.735,43.825,0.0,0.0,84.56,2.415.020
7,Pastos kikuyo ,Norte de Santander,23.325,50.69,1.367,0.0,75.382,2.182.705
8,Pastos kikuyo ,Huila,45.025,20.554000000000002,0.0,0.0,65.579,1.813.533
9,Pastos kikuyo ,Caldas,46.701,18.398,0.0,0.0,65.09899999999999,743.890
10,Pastos kikuyo ,Valle del Cauca,15.868,11.22,0.0,0.0,27.088,2.076.805
11,Pastos kikuyo ,Putumayo,11.312000000000001,5.513,0.0,0.0,16.825,2.584.632
12,Pastos kikuyo ,Risaralda,12.077,4.011,0.0,0.0,16.088,356.035
13,Pastos kikuyo ,Quindío,7.957999999999999,768.0,0.0,0.0,8.726,193.217
14,Pastos kikuyo ,Meta,2.086,1.008,0.0,0.0,3.094,8.555.025
15,Pastos kikuyo ,Cesar,0.0,1.81,27.0,0.0,1.837,2.256.550
16,Pastos kikuyo ,Casanare,0.0,889.0,240.0,0.0,1.129,4.434.139
17,Pastos kikuyo ,Magdalena,0.0,751.0,201.0,0.0,952.0,2.314.438
18,Pastos kikuyo ,Caquetá,0.0,98.0,0.0,0.0,98.0,9.010.823
19,Pastos kikuyo ,Bolívar,0.0,0.0,0.0,0.0,0.0,2.665.496
20,Pastos kikuyo ,Sucre,0.0,0.0,0.0,0.0,0.0,1.071.860
21,Pastos kikuyo ,Atlántico,0.0,0.0,0.0,0.0,0.0,331.159
22,Pastos kikuyo ,Arauca,0.0,0.0,0.0,0.0,0.0,2.383.135
23,Pastos kikuyo ,San Andrés Providencia y Santa Catalina,0.0,0.0,0.0,0.0,0.0,4.972
24,Pastos kikuyo ,Amazonas,0.0,0.0,0.0,0.0,0.0,10.903.686
25,Pastos kikuyo ,Guainía,0.0,0.0,0.0,0.0,0.0,7.140.386
26,Pastos kikuyo ,Guaviare,0.0,0.0,0.0,0.0,0.0,5.557.912
27,Pastos kikuyo ,Vaupés,0.0,0.0,0.0,0.0,0.0,5.343.179
28,Pastos kikuyo ,Chocó,0.0,0.0,0.0,0.0,0.0,4.824.344
29,Pastos kikuyo ,Vichada,0.0,0.0,0.0,0.0,0.0,10.008.757
30,Pastos kikuyo ,Córdoba,0.0,0.0,0.0,0.0,0.0,2.499.858
31,Pastos kikuyo ,La Guajira,0.0,0.0,0.0,0.0,0.0,2.061.936
0,Pastos pará o admirable ,Casanare,74.2,2.499.329,0.0,0.0,2.573.529,4.434.139
1,Pastos pará o admirable ,Arauca,3.418,889.787,0.0,0.0,893.205,2.383.135
2,Pastos pará o admirable ,Vichada,4.316,829.879,0.0,0.0,834.195,10.008.757
3,Pastos pará o admirable ,Meta,97.93,229.446,0.0,0.0,327.376,8.555.025
4,Pastos pará o admirable ,Antioquia,162.093,85.900,0.0,0.0,247.993,6.296.299
5,Pastos pará o admirable ,Sucre,145.02,40.628,0.0,0.0,185.648,1.071.860
6,Pastos pará o admirable ,Caquetá,43.101000000000006,140.026,0.0,0.0,183.127,9.010.823
7,Pastos pará o admirable ,Bolívar,101.434,44.638,0.0,0.0,146.072,2.665.496
8,Pastos pará o admirable ,Chocó,65.979,74.510,0.0,0.0,140.489,4.824.344
9,Pastos pará o admirable ,Córdoba,101.45,35.206,0.0,0.0,136.656,2.499.858
10,Pastos pará o admirable ,Cesar,132.118,2.896,0.0,0.0,135.014,2.256.550
11,Pastos pará o admirable ,Santander,36.81,64.597,0.0,0.0,101.407,3.054.326
12,Pastos pará o admirable ,Magdalena,48.535,45.367,2.306,0.0,96.208,2.314.438
13,Pastos pará o admirable ,Putumayo,13.716,67.741,0.0,0.0,81.457,2.584.632
14,Pastos pará o admirable ,Nariño,41.965,27.379,0.0,0.0,69.344,3.149.751
15,Pastos pará o admirable ,Valle del Cauca,28.997,31.372,0.0,0.0,60.369,2.076.805
16,Pastos pará o admirable ,Cauca,40.145,13.719,54.0,0.0,53.918,3.125.130
17,Pastos pará o admirable ,Norte de Santander,16.94,20.692,0.0,0.0,37.632,2.182.705
18,Pastos pará o admirable ,Guainía,376.0,32.556,0.0,0.0,32.932,7.140.386
19,Pastos pará o admirable ,Guaviare,5.209,19.172,0.0,0.0,24.381,5.557.912
20,Pastos pará o admirable ,Huila,15.085,120,0.0,0.0,15.205,1.813.533
21,Pastos pará o admirable ,Boyacá,7.369,6.993,0.0,0.0,14.362,2.317.531
22,Pastos pará o admirable ,Tolima,13.459000000000001,482,0.0,0.0,13.941,2.415.020
23,Pastos pará o admirable ,Vaupés,2.048,9.423,315.0,0.0,11.786,5.343.179
24,Pastos pará o admirable ,Amazonas,3.77,3.413,0.0,0.0,7.183,10.903.686
25,Pastos pará o admirable ,Atlántico,5.694,1.336,0.0,0.0,7.030,331.159
26,Pastos pará o admirable ,Cundinamarca,3.17,976,0.0,0.0,4.146,2.236.783
27,Pastos pará o admirable ,Caldas,871.0,0,0.0,0.0,871,743.890
28,Pastos pará o admirable ,Quindío,0.0,612,0.0,0.0,612,193.217
29,Pastos pará o admirable ,La Guajira,0.0,432,0.0,0.0,432,2.061.936
30,Pastos pará o admirable ,Risaralda,178.0,121,0.0,0.0,299,356.035
31,Pastos pará o admirable ,San Andrés Providencia y Santa Catalina,0.0,0,0.0,0.0,0,4.972
0,Pastos raygrass anual ,Cundinamarca,110.78,220.96900000000002,653.0,0.0,332.402,2.236.783
1,Pastos raygrass anual ,Boyacá,61.424,216.827,6.751,0.0,285.002,2.317.531
2,Pastos raygrass anual ,Antioquia,85.79,95.461,0.0,0.0,181.25099999999998,6.296.299
3,Pastos raygrass anual ,Nariño,84.027,16.218,0.0,0.0,100.245,3.149.751
4,Pastos raygrass anual ,Santander,17.369,43.566,0.0,0.0,60.935,3.054.326
5,Pastos raygrass anual ,Cauca,12.210999999999999,41.166000000000004,433.0,0.0,53.81,3.125.130
6,Pastos raygrass anual ,Huila,15.058,6.149,0.0,0.0,21.206999999999997,1.813.533
7,Pastos raygrass anual ,Tolima,9.236,4.783,368.0,0.0,14.387,2.415.020
8,Pastos raygrass anual ,Putumayo,0.0,12.235999999999999,0.0,0.0,12.235999999999999,2.584.632
9,Pastos raygrass anual ,Norte de Santander,446.0,8.881,642.0,0.0,9.969,2.182.705
10,Pastos raygrass anual ,Caldas,3.698,3.676,0.0,0.0,7.374,743.890
11,Pastos raygrass anual ,Risaralda,1.406,2.1109999999999998,0.0,0.0,3.517,356.035
12,Pastos raygrass anual ,Valle del Cauca,2.441,862.0,0.0,0.0,3.303,2.076.805
13,Pastos raygrass anual ,Quindío,272.0,1.838,0.0,0.0,2.11,193.217
14,Pastos raygrass anual ,Meta,0.0,243.0,0.0,0.0,243.0,8.555.025
15,Pastos raygrass anual ,Casanare,0.0,0.0,45.0,0.0,45.0,4.434.139
16,Pastos raygrass anual ,Cesar,0.0,27.0,0.0,0.0,27.0,2.256.550
17,Pastos raygrass anual ,Magdalena,0.0,0.0,0.0,0.0,0.0,2.314.438
18,Pastos raygrass anual ,Chocó,0.0,0.0,0.0,0.0,0.0,4.824.344
19,Pastos raygrass anual ,Córdoba,0.0,0.0,0.0,0.0,0.0,2.499.858
20,Pastos raygrass anual ,Caquetá,0.0,0.0,0.0,0.0,0.0,9.010.823
21,Pastos raygrass anual ,Sucre,0.0,0.0,0.0,0.0,0.0,1.071.860
22,Pastos raygrass anual ,Bolívar,0.0,0.0,0.0,0.0,0.0,2.665.496
23,Pastos raygrass anual ,Atlántico,0.0,0.0,0.0,0.0,0.0,331.159
24,Pastos raygrass anual ,Arauca,0.0,0.0,0.0,0.0,0.0,2.383.135
25,Pastos raygrass anual ,San Andrés Providencia y Santa Catalina,0.0,0.0,0.0,0.0,0.0,4.972
26,Pastos raygrass anual ,Amazonas,0.0,0.0,0.0,0.0,0.0,10.903.686
27,Pastos raygrass anual ,Guainía,0.0,0.0,0.0,0.0,0.0,7.140.386
28,Pastos raygrass anual ,Guaviare,0.0,0.0,0.0,0.0,0.0,5.557.912
29,Pastos raygrass anual ,Vaupés,0.0,0.0,0.0,0.0,0.0,5.343.179
30,Pastos raygrass anual ,La Guajira,0.0,0.0,0.0,0.0,0.0,2.061.936
31,Pastos raygrass anual ,Vichada,0.0,0.0,0.0,0.0,0.0,10.008.757
0,Pimentón ,Vichada,107.177,866.5260000000001,1.363.476,0.0,2.337.179,10.008.757
1,Pimentón ,Meta,246.292,934.327,933.539,0.0,2.114.158,8.555.025
2,Pimentón ,Antioquia,775.153,307.60400000000004,257.508,0.0,1.340.265,6.296.299
3,Pimentón ,Córdoba,669.432,353.741,254.738,0.0,1.277.911,2.499.858
4,Pimentón ,Santander,350.344,268.08099999999996,254.618,0.0,873.043,3.054.326
5,Pimentón ,Tolima,362.098,222.797,67.830,0.0,652.725,2.415.020
6,Pimentón ,Cauca,367.978,197.513,82.247,0.0,647.738,3.125.130
7,Pimentón ,Cesar,355.661,180.803,102.827,0.0,639.291,2.256.550
8,Pimentón ,Huila,221.627,236.601,129.511,0.0,587.739,1.813.533
9,Pimentón ,Bolívar,118.355,206.417,213.804,0.0,538.576,2.665.496
10,Pimentón ,Cundinamarca,371.236,114.18700000000001,49.508,0.0,534.931,2.236.783
11,Pimentón ,Magdalena,280.689,76.65100000000001,100.927,0.0,458.267,2.314.438
12,Pimentón ,Valle del Cauca,333.786,56.044,194,0.0,390.024,2.076.805
13,Pimentón ,Sucre,259.837,41.708999999999996,9.080,0.0,310.626,1.071.860
14,Pimentón ,Caquetá,182.24400000000003,104.57,15.944,0.0,302.758,9.010.823
15,Pimentón ,Boyacá,151.017,108.029,39.624,0.0,298.670,2.317.531
16,Pimentón ,Norte de Santander,121.046,80.82600000000001,36.469,0.0,238.341,2.182.705
17,Pimentón ,Casanare,81.683,94.836,48.330,0.0,224.849,4.434.139
18,Pimentón ,Caldas,163.006,45.327,10.135,0.0,218.468,743.890
19,Pimentón ,La Guajira,134.561,57.77,12.709,0.0,205.040,2.061.936
20,Pimentón ,Arauca,19.25,99.16799999999999,84.871,0.0,203.289,2.383.135
21,Pimentón ,Nariño,112.116,65.777,15.717,0.0,193.610,3.149.751
22,Pimentón ,Guaviare,47.696000000000005,47.152,59.491,0.0,154.339,5.557.912
23,Pimentón ,Atlántico,62.269,61.824,29.234,0.0,153.327,331.159
24,Pimentón ,Risaralda,106.557,27.02,2.220,0.0,135.797,356.035
25,Pimentón ,Quindío,80.452,3.846,0,0.0,84.298,193.217
26,Pimentón ,Chocó,8.0,3.7239999999999998,48.726,0.0,52.458,4.824.344
27,Pimentón ,Putumayo,4.283,7.747000000000001,19.515,0.0,31.545,2.584.632
28,Pimentón ,Guainía,0.0,276.0,3.188,0.0,3.464,7.140.386
29,Pimentón ,Amazonas,0.0,0.0,36,0.0,36,10.903.686
30,Pimentón ,Vaupés,0.0,0.0,0,0.0,0,5.343.179
31,Pimentón ,San Andrés Providencia y Santa Catalina,0.0,0.0,0,0.0,0,4.972
0,Piña ,Vichada,22.285999999999998,1.991.428,221.24,0.0,2.234.954,10.008.757
1,Piña ,Meta,825.59,1.228.464,137.745,0.0,2.191.799,8.555.025
2,Piña ,Antioquia,450.287,458.302,355.07199999999995,0.0,1.263.661,6.296.299
3,Piña ,Córdoba,686.0880000000001,229.536,254.044,0.0,1.169.668,2.499.858
4,Piña ,Caquetá,200.23,759.076,143.697,0.0,1.103.003,9.010.823
5,Piña ,Santander,156.543,284.644,362.019,0.0,803.206,3.054.326
6,Piña ,Tolima,212.042,174.402,180.597,0.0,567.041,2.415.020
7,Piña ,Cesar,280.76099999999997,182.335,102.415,0.0,565.511,2.256.550
8,Piña ,Bolívar,141.171,169.955,179.0,0.0,490.126,2.665.496
9,Piña ,Cauca,187.81799999999998,183.441,115.428,0.0,486.687,3.125.130
10,Piña ,Huila,108.119,152.949,192.146,0.0,453.214,1.813.533
11,Piña ,Magdalena,145.518,138.106,167.812,0.0,451.436,2.314.438
12,Piña ,Cundinamarca,158.739,175.384,103.09,0.0,437.213,2.236.783
13,Piña ,Sucre,241.505,62.227,4.503,0.0,308.235,1.071.860
14,Piña ,Casanare,187.42,58.760,36.995,0.0,283.175,4.434.139
15,Piña ,Valle del Cauca,141.416,98.780,18.877,0.0,259.073,2.076.805
16,Piña ,Norte de Santander,68.041,62.266,93.83,0.0,224.137,2.182.705
17,Piña ,Caldas,69.259,89.283,37.333,0.0,195.875,743.890
18,Piña ,Putumayo,8.939,106.892,73.685,0.0,189.516,2.584.632
19,Piña ,Boyacá,67.62,33.503,84.39,0.0,185.513,2.317.531
20,Piña ,Guaviare,893.0,99.489,74.898,0.0,175.280,5.557.912
21,Piña ,Nariño,41.544,62.278,46.351000000000006,0.0,150.173,3.149.751
22,Piña ,Atlántico,41.361000000000004,52.928,38.199,0.0,132.488,331.159
23,Piña ,La Guajira,85.098,27.672,19.413,0.0,132.183,2.061.936
24,Piña ,Risaralda,37.037,53.342,24.198,0.0,114.577,356.035
25,Piña ,Chocó,169.0,18.414,67.702,0.0,86.285,4.824.344
26,Piña ,Quindío,53.347,20.624,1.345,0.0,75.316,193.217
27,Piña ,Arauca,22.221,34.270,7.37,0.0,63.861,2.383.135
28,Piña ,Amazonas,436.0,6.944,3.616,0.0,10.996,10.903.686
29,Piña ,Guainía,0.0,1.813,8.427999999999999,0.0,10.241,7.140.386
30,Piña ,Vaupés,0.0,190,6.892,0.0,7.082,5.343.179
31,Piña ,San Andrés Providencia y Santa Catalina,0.0,0,0.0,0.0,0,4.972
0,Plantaciones Forestales,Meta,533.128,958.222,1.920.899,0.0,3.412.249,8.555.025
1,Plantaciones Forestales,Vichada,422,120.02,2.857.485,0.0,2.977.927,10.008.757
2,Plantaciones Forestales,Antioquia,1.507.453,764.671,479.591,0.0,2.751.715,6.296.299
3,Plantaciones Forestales,Santander,632.083,395.49800000000005,320.593,0.0,1.348.174,3.054.326
4,Plantaciones Forestales,Caquetá,24.856,345.10699999999997,969.921,0.0,1.339.884,9.010.823
5,Plantaciones Forestales,Córdoba,730.284,360.226,215.304,0.0,1.305.814,2.499.858
6,Plantaciones Forestales,Casanare,61.424,195.584,908.008,0.0,1.165.016,4.434.139
7,Plantaciones Forestales,Magdalena,565.594,365.728,188.062,0.0,1.119.384,2.314.438
8,Plantaciones Forestales,Cundinamarca,312.593,324.45,370.369,0.0,1.007.412,2.236.783
9,Plantaciones Forestales,Cesar,522.371,238.787,245.461,0.0,1.006.619,2.256.550
10,Plantaciones Forestales,Tolima,364.605,281.358,231.489,0.0,877.452,2.415.020
11,Plantaciones Forestales,Cauca,215.819,368.92699999999996,290.818,0.0,875.564,3.125.130
12,Plantaciones Forestales,Boyacá,342.758,179.38299999999998,246.432,0.0,768.573,2.317.531
13,Plantaciones Forestales,Norte de Santander,140.926,199.34599999999998,374.297,0.0,714.569,2.182.705
14,Plantaciones Forestales,Nariño,227.230,202.856,182.097,0.0,612.183,3.149.751
15,Plantaciones Forestales,Arauca,20.880,157.756,433.056,0.0,611.692,2.383.135
16,Plantaciones Forestales,Bolívar,238.418,186.18099999999998,178.454,0.0,603.053,2.665.496
17,Plantaciones Forestales,Huila,138.838,240.69400000000002,218.664,0.0,598.196,1.813.533
18,Plantaciones Forestales,Valle del Cauca,248.713,205.47,119.965,0.0,574.148,2.076.805
19,Plantaciones Forestales,Putumayo,9.367,32.079,361.577,0.0,403.023,2.584.632
20,Plantaciones Forestales,Guaviare,1.273,73.229,324.868,0.0,399.370,5.557.912
21,Plantaciones Forestales,Sucre,210.299,78.874,43.414,0.0,332.587,1.071.860
22,Plantaciones Forestales,Caldas,176.777,83.59100000000001,44.338,0.0,304.706,743.890
23,Plantaciones Forestales,Chocó,16.510,76.027,134.257,0.0,226.794,4.824.344
24,Plantaciones Forestales,La Guajira,66.708,45.776,52.166,0.0,164.650,2.061.936
25,Plantaciones Forestales,Risaralda,80.547,39.297,18.524,0.0,138.368,356.035
26,Plantaciones Forestales,Atlántico,74.367,23.916,1.330,0.0,99.613,331.159
27,Plantaciones Forestales,Quindío,40.856,44.07899999999999,12.286,0.0,97.221,193.217
28,Plantaciones Forestales,Vaupés,0,0.0,50.049,0.0,50.049,5.343.179
29,Plantaciones Forestales,Amazonas,0,4.784,18.130,0.0,22.914,10.903.686
30,Plantaciones Forestales,Guainía,0,1.0490000000000002,15.956,0.0,17.005,7.140.386
31,Plantaciones Forestales,San Andrés Providencia y Santa Catalina,0,0.0,0,0.0,0,4.972
