HS;Descripci¢n HS;ID_ADR;CADENA_PRODUCTIVA_ADR;ASISTENCIATECNICA
80530;Limones y lima agria, frescos o secos;11614;LIMA TAHITI;
80530;Limones y lima agria, frescos o secos;11615;LIMON;
80530;Limones y lima agria, frescos o secos;11616;LIMON MANDARINO;
80530;Limones y lima agria, frescos o secos;11617;LIMON PAJARITO;
80530;Limones y lima agria, frescos o secos;11618;LIMON TAHITI;
80530;Limones y lima agria, frescos o secos;11615;LIMON;
80530;Limones y lima agria, frescos o secos;11617;LIMON PAJARITO;
80530;Limones y lima agria, frescos o secos;11617;LIMON PAJARITO;
80530;Limones y lima agria, frescos o secos;11618;LIMON TAHITI;
80530;Limones y lima agria, frescos o secos;11618;LIMON TAHITI;
80540;Toronjas o pomelos, frescos o secos;11619;POMELO;
80540;Toronjas o pomelos, frescos o secos;11620;TORONJA;
80610;Uvas frescas;11701;UVA;
80610;Uvas frescas;11702;UVA CAIMARONA;
80610;Uvas frescas;11701;UVA;
80610;Uvas frescas;11701;UVA;
80610;Uvas frescas;11701;UVA;
80711;SandÁas, frescas;11801;PATILLA;
80711;SandÁas, frescas;11801;PATILLA;
80711;SandÁas, frescas;11801;PATILLA;
80711;SandÁas, frescas;11801;PATILLA;
80719;Melones, frescos (exc. sandÁas);11802;MELON;
80719;Melones, frescos (exc. sandÁas);11802;MELON;
80720;Papayas, frescas;11803;PAPAYA;
80720;Papayas, frescas;11804;PAPAYA HAWAIANA;
80720;Papayas, frescas;11805;PAPAYUELA;
80720;Papayas, frescas;11803;PAPAYA;
80720;Papayas, frescas;11803;PAPAYA;
80720;Papayas, frescas;11803;PAPAYA;
80810;Manzanas, frescas;11901;MANZANA;
80810;Manzanas, frescas;11901;MANZANA;
80820;Manzanas, peras y membrillos, frescos : Peras y membrillos;11902;PERA;
80920;Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los gri?ones ...;12001;DURAZNO;
80920;Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los gri?ones ...;12001;DURAZNO;
80940;Ciruelas y endrinas, frescas;12002;CIRUELA;
80940;Ciruelas y endrinas, frescas;12002;CIRUELA;
81010;"Fresas ""frutillas"", frescas";12101;FRESA;
81010;"Fresas ""frutillas"", frescas";12101;FRESA;
81020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;12102;FRAMBUESA;
81020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;12103;MORA;
81020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;12103;MORA;
81020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;12103;MORA;
81020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;12103;MORA;
81020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;12103;MORA;
81040;"ArÊndanos rojos, mirtilos y demÊs frutos del gânero ""Vaccinium"", frescos";12104;AGRAZ;
81040;"ArÊndanos rojos, mirtilos y demÊs frutos del gânero ""Vaccinium"", frescos";12105;ARANDANO;
81090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyÊ, carambola, pitahaya ...;12235;PITAHAYA;
81090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyÊ, carambola, pitahaya ...;12236;TAMARINDO;
81090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyÊ, carambola, pitahaya ...;12235;PITAHAYA;
81090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyÊ, carambola, pitahaya ...;12235;PITAHAYA;
81090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyÊ, carambola, pitahaya ...;12236;TAMARINDO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12201;ANON;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12202;ARAZA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12203;ASAI;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12204;BACURI;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12205;BADEA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12206;BOROJO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12207;BREVO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12208;CAIMO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12209;CHAMBA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12210;CHIRIMOYA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12211;CHONTADURO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12212;COCONA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12213;COPOAZU;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12214;CURCUMA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12215;CURUBA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;11511;FEIJOA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12238;FRUTALES VARIOS;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12216;GRANADILLA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12217;GUAMA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12218;GUANABANA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12219;GULUPA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12220;LULO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12221;MAMEY;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12222;MAMONCILLO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12223;MARACUYA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12224;MARA´ON;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12225;NISPERO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12226;NONI;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12227;PEPA DE PAN;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12228;POMARROSA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12229;RAMBUTAN;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12230;TOMATE DE ARBOL;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12231;UCHUVA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12232;UMARI;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12233;ZAPOTE;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12234;ZARAGOZA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12205;BADEA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12210;CHIRIMOYA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12215;CURUBA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12215;CURUBA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;11511;FEIJOA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12238;FRUTALES VARIOS;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12238;FRUTALES VARIOS;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12238;FRUTALES VARIOS;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12238;FRUTALES VARIOS;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12216;GRANADILLA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12216;GRANADILLA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12218;GUANABANA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12219;GULUPA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12238;FRUTALES VARIOS;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12220;LULO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12220;LULO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12223;MARACUYA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12223;MARACUYA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12225;NISPERO;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12230;TOMATE DE ARBOL;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12231;UCHUVA;
81340;Melocotones, incl. los gri?ones y nectarinas, peras, papayas, tamarindos y demÊs frutos comestibles, ...;12231;UCHUVA;
90111;Cafâ sin tostar ni descafeinar;101;CAFE;
90111;Cafâ sin tostar ni descafeinar;101;CAFE;
90111;Cafâ sin tostar ni descafeinar;101;CAFE;
90111;Cafâ sin tostar ni descafeinar;101;CAFE;
90210;Tâ verde sin fermentar, presentado en envases inmediatos con un contenido <= 3 kg;12401;TE;
90411;"Pimienta del gânero ""Piper"" sin triturar ni pulverizar";12402;PIMENTON;
90411;"Pimienta del gânero ""Piper"" sin triturar ni pulverizar";12403;PIMIENTA;
90411;"Pimienta del gânero ""Piper"" sin triturar ni pulverizar";12402;PIMENTON;
90411;"Pimienta del gânero ""Piper"" sin triturar ni pulverizar";12402;PIMENTON;
90411;"Pimienta del gânero ""Piper"" sin triturar ni pulverizar";12402;PIMENTON;
90500;Vainilla;12404;VAINILLA;
90500;Vainilla;12404;VAINILLA;
90810;Nuez moscada, macis, amomos y cardamomos : Nuez moscada;12405;CARDAMOMO;
90910;"Semillas de anÁs, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";12406;ANIS;
90910;"Semillas de anÁs, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";12407;CHILLANGUA;
90910;"Semillas de anÁs, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";12408;CILANTRO;
90910;"Semillas de anÁs, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";12409;CIMARRON;
90910;"Semillas de anÁs, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";12408;CILANTRO;
90910;"Semillas de anÁs, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";12408;CILANTRO;
910;"Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, ""curry"" y demÊs especias (exc. pimienta ...";124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;
910;"Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, ""curry"" y demÊs especias (exc. pimienta ...";124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;
910;"Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, ""curry"" y demÊs especias (exc. pimienta ...";124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;
910;"Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, ""curry"" y demÊs especias (exc. pimienta ...";124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;
910;"Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, ""curry"" y demÊs especias (exc. pimienta ...";124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12410;PEREJIL;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12410;PEREJIL;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12411;ACHIN;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12412;ACHIOTE;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12413;ALBAHACA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12414;AMARANTO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12415;CALENDULA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12416;CHIRARAN;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12417;COCCULUS;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12418;ENELDO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12419;HIERBABUENA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12420;JENGIBRE;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12421;LAUREL;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12422;LIMONARIA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12423;MANZANILLA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12424;MEDICINALES;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12425;MENTA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12426;MORINGA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12427;MOSTAZA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12428;OREGANO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12429;POLEO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12430;ROMERO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12431;RUSCUS;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12432;SABILA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12433;TOMILLO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12412;ACHIOTE;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12415;CALENDULA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12419;HIERBABUENA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12424;MEDICINALES;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12426;MORINGA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12427;MOSTAZA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12427;MOSTAZA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12432;SABILA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12433;TOMILLO;
100110;Trigo y morcajo (tranquill¢n) : Trigo duro;12501;TRIGO;
100110;Trigo y morcajo (tranquill¢n) : Trigo duro;12501;TRIGO;
100300;Cebada;12502;CEBADA;
100300;Cebada;12502;CEBADA;
100300;Cebada;12502;CEBADA;
100400;Avena;125023;AVENA;
100400;Avena;125023;AVENA;
100510;Semillas de maÁz para la siembra;12504;MAIZ;MAIZ
100510;Semillas de maÁz para la siembra;12504;MAIZ;
100510;Semillas de maÁz para la siembra;12504;MAIZ;
100510;Semillas de maÁz para la siembra;12504;MAIZ;
100510;Semillas de maÁz para la siembra;12505;MAIZ FORRAJERO;
100510;Semillas de maÁz para la siembra;12506;MAIZ TECNIFICADO;
100510;Semillas de maÁz para la siembra;12507;MAIZ TRADICIONAL;
100510;Semillas de maÁz para la siembra;12508;MILLO;
100510;Semillas de maÁz para la siembra;12507;MAIZ TRADICIONAL;
100510;Semillas de maÁz para la siembra;12508;MILLO;
100610;"Arroz con cÊscara o arroz ""paddy""";12509;ARROZ;ARROZ
100610;"Arroz con cÊscara o arroz ""paddy""";12510;ARROZ RIEGO;
100610;"Arroz con cÊscara o arroz ""paddy""";12511;ARROZ SECANO MANUAL;
100610;"Arroz con cÊscara o arroz ""paddy""";12512;ARROZ SECANO MECANIZADO;
100610;"Arroz con cÊscara o arroz ""paddy""";12509;ARROZ;
100700;Sorgo de grano (granÁfero);12513;SORGO;
100700;Sorgo de grano (granÁfero);12513;SORGO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12435;FLOR DE JAMAICA;
100850;"Quinua ""Chenopodium quinoa""";12436;QUINUA;
100850;"Quinua ""Chenopodium quinoa""";12436;QUINUA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12437;ACHIRA;
100890;Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maÁz, arroz, sorgo, trigo sarraceno, ...;12514;CENTENO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12438;CHIA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12439;SAGU;
100890;Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maÁz, arroz, sorgo, trigo sarraceno, ...;12514;CENTENO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12439;SAGU;
120100;Habas (porotos, frijoles, frâjoles) de soja (soya), incluso quebrantadas;12601;SOYA;
120100;Habas (porotos, frijoles, frâjoles) de soja (soya), incluso quebrantadas;12601;SOYA;
120100;Habas (porotos, frijoles, frâjoles) de soja (soya), incluso quebrantadas;12601;SOYA;
120210;Cacahuetes (cacahuates, manÁes) sin tostar ni cocer de otro modo, incluso sin cÊscara o quebrantados ...;12602;MANI;
120210;Cacahuetes (cacahuates, manÁes) sin tostar ni cocer de otro modo, incluso sin cÊscara o quebrantados ...;12602;MANI;
120600;Semilla de girasol, incluso quebrantada;12603;GIRASOL;
120600;Semilla de girasol, incluso quebrantada;12603;GIRASOL;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;12604;AGUAJE;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;13001;ALGODON;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;13002;CAUCHO;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;12605;COROZO;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;12606;PALMA DE ACEITE;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;12607;SACHA INCHI;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;13001;ALGODON;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;12606;PALMA DE ACEITE;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;12606;PALMA DE ACEITE;
120720;Las demÊs semillas y frutos oleaginosos, incluso quebrantados : Semilla de algod¢n;12606;PALMA DE ACEITE;
120730;Semilla de ricino;12608;HIGUERILLA;
120740;"Semilla de sâsamo ""ajonjolÁ"", incl. quebrantada";12609;AJONJOLI;
120740;"Semilla de sâsamo ""ajonjolÁ"", incl. quebrantada";12609;AJONJOLI;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12701;CA´A AZUCARERA;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12702;CA´A FLECHA;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12703;CA´A MIEL;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12704;CA´A PANELERA;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12701;CA´A AZUCARERA;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12701;CA´A AZUCARERA;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12701;CA´A AZUCARERA;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12702;CA´A FLECHA;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12704;CA´A PANELERA;
121220;Algarrobas, algas, remolacha azucarera y ca?a de az£car, frescas, refrigeradas, congeladas ...;12701;CA´A AZUCARERA;
121292;"Algarrobas ""algarrobo"", frescas, refrigeradas, congeladas o secas, incluso pulverizadas";12237;ALGARROBO;
121293;Ca?a de az£car, fresca, refrigerada, congelada o seca, incl. pulverizada;12705;STEVIA;
121490;Nabos forrajeros, remolachas forrajeras, raÁces forrajeras, heno, alfalfa, trâbol, esparceta, ...;11219;ALFALFA;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12802;ESPARTO;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12803;ESTROPAJO;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12804;FIQUE;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12805;IRACA;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12806;JATROPHA;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12807;MIMBRE;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12808;PALMA AMARGA;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12803;ESTROPAJO;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12804;FIQUE;
140190;Ca?a, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o te?ida, corteza de tilo ...;12807;MIMBRE;
180310;Pasta de cacao, sin desgrasar;12901;CACAO;
180310;Pasta de cacao, sin desgrasar;12901;CACAO;CACAO
180310;Pasta de cacao, sin desgrasar;12901;CACAO;
200891;Palmitos, preparados o conservados, incl. con adici¢n de az£car u otro edulcorante o alcohol ...;12440;PALMITO;
240110;Tabaco, sin desvenar o desnervar;12301;TABACO NEGRO;
240110;Tabaco, sin desvenar o desnervar;12302;TABACO RUBIO;
240110;Tabaco, sin desvenar o desnervar;12302;TABACO RUBIO;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12434;RUDA;
91010;Jengibre, azafrÊn, c£rcuma, tomillo, hojas de laurel, curri y demÊs especias : Jengibre;12434;RUDA;
8436;MÊquinas y aparatos, n.c.o.p., para la agricultura, horticultura, silvicultura, avicultura ...;8;MAQUINARIA;
AGRICOLA;;1;AGRICOLA;
AGRO-INDUSTRIA;;4;AGRO-INDUSTRIA;
AGROPECUARIO;;3;AGROPECUARIO;
COMERCIALIZACION;;9;COMERCIALIZACION;
INFRAESTRUCTURA;;7;INFRAESTRUCTURA;
AGRICOLA;;1;AGRICOLA;
INFRAESTRUCTURA;;7;INFRAESTRUCTURA;
AGRICOLA;;1;AGRICOLA;
AGROFORESTAL;;5;AGROFORESTAL;
