DEPARTAMENTO,MUNICIPIO,Total beneficiarios,Valor cofinanciación,Valor Contrapartida,YEAR,CP,CICLO_CULTIVO,RENDIMIENTO,PRODUCTIVIDAD
CESAR,PUEBLO BELLO,0,0,0,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,PUEBLO BELLO,0,39830600,33222000,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,EL COPEY,28,124815507,39134750,2013,LIMON,PERMANENTE,15.0,0.6153846153846154
CESAR,EL COPEY,20,70304045,17591000,2013,LIMON,PERMANENTE,15.0,0.6153846153846154
CESAR,CURUMANI,28,130795700,86071373,2013,AGUACATE,PERMANENTE,9.0,0.7964601769911505
CESAR,CHIMICHAGUA,0,0,0,2013,PATILLA,TRANSITORIO,12.0,1.0
CESAR,AGUSTIN CODAZZI,40,141471328,24012300,2013,MANGO,PERMANENTE,10.0,0.48717948717948717
CAUCA,TORIBIO,0,90000000,16200000,2013,LULO,PERMANENTE,16.0,1.0
CAUCA,TIMBIQUI,0,300000152,85476000,2013,YUCA,ANUAL,8.57,0.9375
CAUCA,SOTARA,148,524895756,139763429,2013,TOMATE,TRANSITORIO,31.5,1.0
CAUCA,SOTARA,36,106110000,92956355,2013,TOMATE,TRANSITORIO,31.5,1.0
CAUCA,SOTARA,0,119998935,48731065,2013,TOMATE,TRANSITORIO,31.5,1.0
CAUCA,SILVIA,4,505766000,334926100,2013,COLIFLOR,TRANSITORIO,30.0,1.0
CAUCA,SANTANDER DE QUILICHAO,0,0,0,2013,CAÑA AZUCARERA,PERMANENTE,76.65,0.8751498544271279
CAUCA,SANTANDER DE QUILICHAO,0,0,0,2013,CAÑA AZUCARERA,PERMANENTE,76.65,0.8751498544271279
CAUCA,POPAYAN,176,500000000,33924000,2013,YUCA,ANUAL,5.2,0.8181818181818182
CAUCA,POPAYAN,0,162708365,18120000,2013,YUCA,ANUAL,5.2,0.8181818181818182
CAUCA,POPAYAN,0,100000200,10746300,2013,YUCA,ANUAL,5.2,0.8181818181818182
CAUCA,POPAYAN,0,0,0,2013,YUCA,ANUAL,5.2,0.8181818181818182
CAUCA,POPAYAN,0,70698438,22494400,2013,YUCA,ANUAL,5.2,0.8181818181818182
CAUCA,PIENDAMO,48,145000000,32904000,2013,TOMATE,TRANSITORIO,5.4,0.9
CAUCA,PAEZ,0,524999873,61043000,2013,PLATANO,PERMANENTE,7.5,0.9090909090909091
CAUCA,MORALES,0,607431000,610500000,2013,CAÑA PANELERA,PERMANENTE,5.65,0.847953216374269
CAUCA,MIRANDA,0,70182000,64160000,2013,CAÑA AZUCARERA,PERMANENTE,96.02,0.8751945662940427
CAUCA,INZA,0,262350000,174158000,2013,FRIJOL,TRANSITORIO,0.8,0.9735191637630662
CAUCA,EL TAMBO,16,47156423,19866860,2013,LULO,PERMANENTE,12.0,0.36363636363636365
CAUCA,EL TAMBO,40,146196000,96305500,2013,LULO,PERMANENTE,12.0,0.36363636363636365
CAUCA,EL TAMBO,20,58920000,38521000,2013,LULO,PERMANENTE,12.0,0.36363636363636365
CAUCA,EL TAMBO,12,63657849,36992898,2013,LULO,PERMANENTE,12.0,0.36363636363636365
CAUCA,CORINTO,0,193564800,108160000,2013,TOMATE DE ARBOL,PERMANENTE,5.0,0.75
CAUCA,CORINTO,500,62000000,9990000,2013,TOMATE DE ARBOL,PERMANENTE,5.0,0.75
CAUCA,CALOTO,256,765016000,36544000,2013,PLATANO,PERMANENTE,12.0,0.8
CAUCA,CALDONO,0,380000000,161500000,2013,MORA,PERMANENTE,2.5,1.0
CAUCA,CALDONO,0,270532000,152260000,2013,MORA,PERMANENTE,2.5,1.0
CAUCA,CAJIBIO,88,315972000,126301972,2013,ASPARRAGUS,PERMANENTE,4.0,1.0
CAUCA,CAJIBIO,0,120000499,62364000,2013,ASPARRAGUS,PERMANENTE,4.0,1.0
CAUCA,CAJIBIO,0,61967500,11320000,2013,ASPARRAGUS,PERMANENTE,4.0,1.0
CAUCA,ALMAGUER,0,656175377,92855000,2013,PAPA,TRANSITORIO,8.0,0.9718403843587349
CASANARE,SAN LUIS DE PALENQUE,60,158831900,36652500,2013,MAIZ,TRANSITORIO,2.15,0.91
CASANARE,PAZ DE ARIPORO,20,56670700,18625000,2013,MARACUYA,PERMANENTE,16.0,1.0
CASANARE,NUNCHIA,0,59210000,12933520,2013,ARROZ,TRANSITORIO,4.5775,1.0
CAQUETA,MILAN,36,120256000,20787500,2013,PIÑA,PERMANENTE,8.4,1.0
CAQUETA,FLORENCIA,360,1296479100,485319642,2013,MAIZ FORRAJERO,TRANSITORIO,32.5,1.0
CALDAS,VILLAMARIA,20,70303604,32709714,2013,TOMATE,TRANSITORIO,132.0,1.0
CALDAS,VILLAMARIA,48,141103794,61728700,2013,TOMATE,TRANSITORIO,132.0,1.0
CALDAS,MANZANARES,16,56558459,30560000,2013,MORA,PERMANENTE,8.0,1.0
CALDAS,LA DORADA,4,14148000,19216800,2013,GUATILA,TRANSITORIO,17.0,0.8372093023255814
CALDAS,LA DORADA,0,0,0,2013,GUATILA,TRANSITORIO,17.0,0.8372093023255814
CALDAS,CHINCHINA,8,28229230,17200000,2013,GUAYABA,PERMANENTE,11.0,1.0
CALDAS,BELALCAZAR,12,42417305,19690000,2013,GUAYABA,PERMANENTE,20.0,0.5
BOYACA,QUIPAMA,104,302011751,100914088,2013,YUCA,ANUAL,16.0,0.9444444444444444
BOYACA,PAUNA,120,353696144,189236502,2013,GUAYABA,PERMANENTE,8.0,0.9666666666666667
BOYACA,OTANCHE,228,671985026,444799891,2013,NARANJA,PERMANENTE,5.0,0.5
BOYACA,LA VICTORIA,80,235739249,105293758,2013,MAIZ,TRANSITORIO,1.0,0.8
BOLIVAR,VILLANUEVA,48,169768000,71670000,2013,ÑAME,ANUAL,14.0,0.7692307692307693
BOLIVAR,VILLANUEVA,16,47011440,23140000,2013,ÑAME,ANUAL,14.0,0.7692307692307693
BOLIVAR,SAN JUAN NEPOMUCENO,44,147445000,94820000,2013,GUAYABA,PERMANENTE,5.0,1.0
BOLIVAR,SAN JACINTO,44,155257444,99089208,2013,AJI,TRANSITORIO,6.5,1.0
BOLIVAR,EL CARMEN DE BOLIVAR,32,112181000,49080000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,36,127331275,73255000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,20,70735000,22480000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,36,126092000,59260000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,12,37858770,16700000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,20,70535000,8990000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,28,99023000,26460000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,60,212219863,96240000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,56,197906080,135060000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,44,155627100,124200000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,8,28286444,17449856,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,24,84392320,42350000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,20,70503000,28520000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,28,99022540,40550000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,24,84100000,35170000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,32,111336000,30440000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,20,58950000,16000000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,12,35336500,35070000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,24,70707000,33040000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,20,58918050,20850000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,36,105935400,68345000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,32,94317138,70600000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,20,58835000,20700000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,4,11744750,6345000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,4,11786000,9340000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,16,47158000,15340000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,44,129648444,74359208,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,16,47046000,22220000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,0,0,0,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,24,70740000,28700000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,16,68341511,19250000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,40,235568000,115640000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,20,70694589,15820000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,36,139072822,63414916,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,16,76935000,20084005,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,32,98592000,11440000,2013,ÑAME,ANUAL,12.0,0.8939393939393939
BOLIVAR,EL CARMEN DE BOLIVAR,20,105921031,47953333,2013,ÑAME,ANUAL,12.0,0.8939393939393939
ATLANTICO,USIACURI,92,271105550,114649725,2013,MELON,TRANSITORIO,10.0,1.0
ATLANTICO,SABANALARGA,64,0,0,2013,MELON,TRANSITORIO,25.0,0.8541666666666667
ATLANTICO,SABANALARGA,24,70646842,26068833,2013,MELON,TRANSITORIO,25.0,0.8541666666666667
ATLANTICO,SABANALARGA,136,400860000,219420000,2013,MELON,TRANSITORIO,25.0,0.8541666666666667
ATLANTICO,PONEDERA,92,271170000,125888000,2013,MELON,TRANSITORIO,6.5,0.9393939393939394
ATLANTICO,PONEDERA,40,117680122,69751102,2013,MELON,TRANSITORIO,6.5,0.9393939393939394
ATLANTICO,PIOJO,48,0,0,2013,MANGO,PERMANENTE,3.7,0.1111111111111111
ATLANTICO,PIOJO,40,117857288,61900000,2013,MANGO,PERMANENTE,3.7,0.1111111111111111
ATLANTICO,MANATI,44,129689990,47922733,2013,AHUYAMA,TRANSITORIO,4.0,1.0
ATLANTICO,MANATI,20,58949900,18420000,2013,AHUYAMA,TRANSITORIO,4.0,1.0
ATLANTICO,MANATI,48,0,0,2013,AHUYAMA,TRANSITORIO,4.0,1.0
ATLANTICO,MANATI,16,47160000,30355998,2013,AHUYAMA,TRANSITORIO,4.0,1.0
ATLANTICO,MANATI,48,140639600,96586595,2013,AHUYAMA,TRANSITORIO,4.0,1.0
ATLANTICO,LURUACO,44,129674000,60925731,2013,PAPAYA,PERMANENTE,25.0,0.9411764705882353
ATLANTICO,JUAN DE ACOSTA,40,117182093,77176800,2013,PATILLA,TRANSITORIO,13.5,0.8
ATLANTICO,CANDELARIA,28,67109575,25872500,2013,MELON,TRANSITORIO,7.0,0.7063492063492063
ANTIOQUIA,TURBO,0,0,0,2013,AGUACATE,PERMANENTE,10.0,0.5382882882882883
ANTIOQUIA,SAN ROQUE,88,262948800,249953200,2013,PLATANO,PERMANENTE,3.5,1.0
ANTIOQUIA,SAN LUIS,28,98951100,56350000,2013,CAÑA PANELERA,PERMANENTE,3.0,1.0
ANTIOQUIA,ITUANGO,0,0,0,2013,MARACUYA,PERMANENTE,8.0,0.7
ANTIOQUIA,GIRALDO,32,94295352,64008000,2013,CEBOLLA DE RAMA,TRANSITORIO,15.0,0.8181818181818182
ANTIOQUIA,FRONTINO,120,573040000,442500000,2013,BANANO,PERMANENTE,5.0,1.0
ANTIOQUIA,CAREPA,136,492820370,129135000,2013,MARACUYA,PERMANENTE,18.0,0.75
VICHADA,LA PRIMAVERA,0,1699130500,295685000,2012,PAPAYA,PERMANENTE,3.0,0.75
VICHADA,LA PRIMAVERA,0,1745436000,688619400,2012,PAPAYA,PERMANENTE,3.0,0.75
VALLE DEL CAUCA,YOTOCO,0,149608800,28780920,2012,PAPAYA,PERMANENTE,75.0,0.6785714285714286
VALLE DEL CAUCA,VIJES,0,311458200,69708000,2012,PIÑA,PERMANENTE,67.5,0.631578947368421
VALLE DEL CAUCA,TRUJILLO,0,214607680,72881480,2012,GUAYABA,PERMANENTE,18.5,0.16666666666666666
VALLE DEL CAUCA,TRUJILLO,0,244814400,260737000,2012,GUAYABA,PERMANENTE,18.5,0.16666666666666666
VALLE DEL CAUCA,PALMIRA,0,122069703,67662600,2012,MARACUYA,PERMANENTE,19.0,1.0
VALLE DEL CAUCA,EL CAIRO,0,190389,63027,2012,LULO,PERMANENTE,14.5,0.6666666666666666
VALLE DEL CAUCA,EL CAIRO,0,149608800,124525600,2012,LULO,PERMANENTE,14.5,0.6666666666666666
VALLE DEL CAUCA,EL CAIRO,0,148647860,79374280,2012,LULO,PERMANENTE,14.5,0.6666666666666666
VALLE DEL CAUCA,EL CAIRO,0,0,0,2012,LULO,PERMANENTE,14.5,0.6666666666666666
VALLE DEL CAUCA,EL CAIRO,0,54113220,12500880,2012,LULO,PERMANENTE,14.5,0.6666666666666666
VALLE DEL CAUCA,EL CAIRO,0,39790800,22411200,2012,LULO,PERMANENTE,14.5,0.6666666666666666
VALLE DEL CAUCA,EL CAIRO,0,385360000,44339400,2012,LULO,PERMANENTE,14.5,0.6666666666666666
VALLE DEL CAUCA,BOLIVAR,0,124180,31424,2012,TOMATE,TRANSITORIO,25.0,0.9230769230769231
VALLE DEL CAUCA,ARGELIA,0,81590660,69569736,2012,TOMATE,TRANSITORIO,15.0,0.65
TOLIMA,IBAGUE,0,190410640,33999960,2012,TOMATE,TRANSITORIO,20.0,0.893939393939394
TOLIMA,IBAGUE,0,113339415,33547385,2012,TOMATE,TRANSITORIO,20.0,0.893939393939394
TOLIMA,IBAGUE,0,584833925,179211888,2012,TOMATE,TRANSITORIO,20.0,0.893939393939394
TOLIMA,CHAPARRAL,0,435225600,79358270,2012,NARANJA,PERMANENTE,24.0,0.9818181818181818
TOLIMA,ALVARADO,0,149608025,32296227,2012,AGUACATE,PERMANENTE,9.2,0.8314087759815243
SUCRE,SAN PEDRO,0,158664980,18783900,2012,PLATANO,PERMANENTE,5.0,0.9411764705882353
SUCRE,SAN ONOFRE,0,294684000,111561300,2012,NARANJA,PERMANENTE,5.0,0.6190476190476191
SUCRE,SAN ONOFRE,0,54403200,13792600,2012,NARANJA,PERMANENTE,5.0,0.6190476190476191
SUCRE,SAN BENITO ABAD,0,364954800,132318450,2012,YUCA,ANUAL,9.6,1.0
SUCRE,PALMITO,0,204012000,133765000,2012,YUCA,ANUAL,16.84,0.4818001525553013
SUCRE,OVEJAS,0,217612800,91462000,2012,ÑAME,ANUAL,10.0,0.9354838709677419
SUCRE,OVEJAS,0,138008000,28233000,2012,ÑAME,ANUAL,10.0,0.9354838709677419
SUCRE,MORROA,0,274283,42866,2012,ÑAME,ANUAL,6.77,0.990909090909091
SUCRE,EL ROBLE,0,321885600,79191400,2012,PLATANO,PERMANENTE,5.0,1.0
SANTANDER,SABANA DE TORRES,0,1101655030,322608000,2012,YUCA,ANUAL,6.2,0.5503875968992248
SANTANDER,SABANA DE TORRES,0,192675076,37393200,2012,YUCA,ANUAL,6.2,0.5503875968992248
SANTANDER,RIONEGRO,0,0,0,2012,NARANJA,PERMANENTE,25.29,0.6666666666666666
SANTANDER,RIONEGRO,0,320450000,41760000,2012,NARANJA,PERMANENTE,25.29,0.6666666666666666
SANTANDER,LEBRIJA,0,149531000,4338000,2012,PEPINO COHOMBRO,TRANSITORIO,50.0,0.8333333333333334
SANTANDER,CIMITARRA,92,260679800,73913000,2012,PLATANO,PERMANENTE,20.0,0.5584725536992841
SANTANDER,CIMITARRA,208,605233300,154744000,2012,PLATANO,PERMANENTE,20.0,0.5584725536992841
SANTANDER,CARCASI,80,272016000,82368000,2012,PAPA,TRANSITORIO,20.0,0.9714285714285714
SANTANDER,BARRANCABERMEJA,76,271811480,12246000,2012,PLATANO,PERMANENTE,7.5,0.7962085308056872
NORTE DE SANTANDER,TIBU,0,163204063,39162915,2012,PAPAYA,PERMANENTE,15.0,1.0
NORTE DE SANTANDER,TIBU,0,163204,34058,2012,PAPAYA,PERMANENTE,15.0,1.0
NORTE DE SANTANDER,TIBU,0,68055,20700,2012,PAPAYA,PERMANENTE,15.0,1.0
NORTE DE SANTANDER,TIBU,0,68000000,23781000,2012,PAPAYA,PERMANENTE,15.0,1.0
NORTE DE SANTANDER,SARDINATA,0,272015658,83540000,2012,TOMATE,TRANSITORIO,25.0,0.85
NORTE DE SANTANDER,LABATECA,32,155999200,64978200,2012,CEBOLLA DE BULBO,TRANSITORIO,17.5,0.9375
NORTE DE SANTANDER,CHITAGA,0,804713577,503724925,2012,REPOLLO,TRANSITORIO,15.0,0.75
NORTE DE SANTANDER,CHINACOTA,0,0,0,2012,NARANJA,PERMANENTE,15.0,1.0
NARIÃ‘O,TUMACO,0,0,0,2012,BANANO,PERMANENTE,8.0,0.8780487804878049
NARIÃ‘O,PASTO,56,190411,13041,2012,ZANAHORIA,TRANSITORIO,33.5,0.9913793103448276
NARIÃ‘O,CHACHAGUI,0,456132240,194675520,2012,PAPA,TRANSITORIO,7.375,1.0
NARIÃ‘O,CHACHAGUI,52,104608920,100799280,2012,PAPA,TRANSITORIO,7.375,1.0
META,SAN MARTIN,0,645100,6864,2012,MAIZ FORRAJERO,TRANSITORIO,70.0,1.0
META,PUERTO LOPEZ,0,584834400,18963000,2012,PAPAYA,PERMANENTE,15.0,1.0
META,PUERTO LOPEZ,0,84555470,1440000,2012,PAPAYA,PERMANENTE,15.0,1.0
META,PUERTO LOPEZ,0,584834400,89152000,2012,PAPAYA,PERMANENTE,15.0,1.0
MAGDALENA,SANTA MARTA,0,135966050,21648000,2012,SABILA,PERMANENTE,25.0,1.0
MAGDALENA,SANTA MARTA,0,190400000,50700000,2012,SABILA,PERMANENTE,25.0,1.0
MAGDALENA,SANTA MARTA,0,81603300,25386000,2012,SABILA,PERMANENTE,25.0,1.0
MAGDALENA,SANTA MARTA,0,95205575,37925000,2012,SABILA,PERMANENTE,25.0,1.0
MAGDALENA,PLATO,0,285609447,0,2012,YUCA,ANUAL,6.3,0.5018820577164367
MAGDALENA,PIVIJAY,0,136008,10890,2012,PALMA DE ACEITE,PERMANENTE,3.4,0.7897934386391251
MAGDALENA,FUNDACION,0,95205600,26955600,2012,MELON,TRANSITORIO,8.4,0.9615384615384616
MAGDALENA,FUNDACION,0,299115,51870,2012,MELON,TRANSITORIO,8.4,0.9615384615384616
MAGDALENA,ARIGUANI,0,179067640,5865000,2012,YUCA,ANUAL,7.5,0.6459948320413437
MAGDALENA,ARIGUANI,0,258414900,15285000,2012,YUCA,ANUAL,7.5,0.6459948320413437
MAGDALENA,ARACATACA,0,95201300,19316400,2012,BANANO,PERMANENTE,34.0,1.0
MAGDALENA,ARACATACA,0,108773550,20901000,2012,BANANO,PERMANENTE,34.0,1.0
LA GUAJIRA,RIOHACHA,0,108437600,44400000,2012,YUCA,ANUAL,13.0,0.9701557093425606
LA GUAJIRA,RIOHACHA,0,374022000,38863000,2012,YUCA,ANUAL,13.0,0.9701557093425606
LA GUAJIRA,RIOHACHA,0,163109800,14664000,2012,YUCA,ANUAL,13.0,0.9701557093425606
LA GUAJIRA,RIOHACHA,0,285616600,17449000,2012,YUCA,ANUAL,13.0,0.9701557093425606
LA GUAJIRA,RIOHACHA,0,176810400,12520400,2012,YUCA,ANUAL,13.0,0.9701557093425606
LA GUAJIRA,RIOHACHA,0,149577500,26503000,2012,YUCA,ANUAL,13.0,0.9701557093425606
LA GUAJIRA,RIOHACHA,0,136008000,16346520,2012,YUCA,ANUAL,13.0,0.9701557093425606
LA GUAJIRA,RIOHACHA,0,544032000,34801080,2012,YUCA,ANUAL,13.0,0.9701557093425606
LA GUAJIRA,RIOHACHA,0,244812665,14976000,2012,YUCA,ANUAL,13.0,0.9701557093425606
LA GUAJIRA,MAICAO,0,816048000,49560000,2012,PATILLA,TRANSITORIO,19.0,0.868728184991274
LA GUAJIRA,EL MOLINO,0,1133400000,61440000,2012,ARRACACHA,ANUAL,8.0,1.0
LA GUAJIRA,EL MOLINO,0,190366800,12156000,2012,ARRACACHA,ANUAL,8.0,1.0
LA GUAJIRA,DIBULLA,0,312800400,22401600,2012,MALANGA,ANUAL,8.0,0.9
LA GUAJIRA,DIBULLA,0,285515800,42422400,2012,MALANGA,ANUAL,8.0,0.9
LA GUAJIRA,DIBULLA,0,680040,84876,2012,MALANGA,ANUAL,8.0,0.9
LA GUAJIRA,DIBULLA,0,108806400,17688000,2012,MALANGA,ANUAL,8.0,0.9
LA GUAJIRA,DIBULLA,0,340020000,16981333,2012,MALANGA,ANUAL,8.0,0.9
